athlete_id,athlete,gender,event,mark,value,unit,kind,higher_better
8671563,"Peretti, Emma",F,DT,"38.73m 127' 1""",38.73,m,distance,True
8671563,"Peretti, Emma",F,HT,"47.46m 155' 8""",47.46,m,distance,True
8671563,"Peretti, Emma",F,WT,"14.68m 48' 2""",14.68,m,distance,True
8671563,"Peretti, Emma",F,JT,"24.10m 79' 1""",24.1,m,distance,True
8330986,"Poe, Marisa",F,1500,5:01.52,301.52,s,time,False
8330986,"Poe, Marisa",F,MILE,5:11.61,311.61,s,time,False
8330986,"Poe, Marisa",F,3000,10:02.52,602.52,s,time,False
8330986,"Poe, Marisa",F,5000,17:48.42,1068.42,s,time,False
9163719,"Polay, Sophie",F,3000,10:15.14,615.14,s,time,False
9235659,"Quaranta, Maya",F,SP,"12.38m 40' 7.5""",12.38,m,distance,True
9235659,"Quaranta, Maya",F,WT,"12.39m 40' 7.75""",12.39,m,distance,True
9235655,"Signorelli, Milla",F,PV,"3.70m 12' 1.5""",3.7,m,distance,True
9235652,"Varma, Sofia",F,60,7.84,7.84,s,time,False
9235652,"Varma, Sofia",F,100,12.85 (-0.3),12.85,s,time,False
9235652,"Varma, Sofia",F,LJ,"5.61m 18' 5""",5.61,m,distance,True
9235652,"Varma, Sofia",F,TJ,"11.58m 38' 0""",11.58,m,distance,True
9235654,"Webb, Penelope",F,HJ,"1.65m 5' 5""",1.65,m,distance,True
8330991,"Williams, Charlie",F,HT,"50.22m 164' 9""",50.22,m,distance,True
8330991,"Williams, Charlie",F,WT,"13.95m 45' 9.25""",13.95,m,distance,True
8983496,"Yella, Anjali",F,60,7.99,7.99,s,time,False
8983496,"Yella, Anjali",F,200,25.29 (2.4),25.29,s,time,False
8983496,"Yella, Anjali",F,400,58.04,58.04,s,time,False
8983496,"Yella, Anjali",F,LJ,"5.16m 16' 11.25""",5.16,m,distance,True
